subject_category,object_category,subject_bbox,object_bbox,source_img,y
person,kite,"(383, 653, 256, 416)","(335, 584, 94, 291)",3399252741_f9646c2711_b.jpg,0
hat,person,"(313, 351, 629, 676)","(308, 607, 583, 764)",3706114881_c5de1137db_b.jpg,0
person,laptop,"(77, 693, 406, 933)","(325, 644, 1, 395)",4536776986_0e75095fcb_b.jpg,0
person,bag,"(94, 549, 726, 946)","(326, 485, 823, 945)",15535246_bb38d8c73b_b.jpg,0
person,table,"(426, 869, 440, 532)","(726, 1021, 330, 678)",7399342972_d7c46f5e49_b.jpg,0
person,surfboard,"(292, 736, 212, 594)","(388, 580, 215, 590)",2728295995_5a4d20b330_b.jpg,0
person,boat,"(93, 337, 837, 934)","(50, 627, 148, 594)",8514141980_2c94b4d5aa_b.jpg,0
person,skateboard,"(751, 880, 269, 393)","(856, 894, 364, 392)",5520558107_6d8bec0dac_b.jpg,0
umbrella,person,"(711, 968, 493, 841)","(721, 1162, 454, 745)",947317936_6816fc0426_o.jpg,0
person,person,"(416, 513, 649, 732)","(416, 534, 664, 764)",5799663109_13a294c6f7_b.jpg,0
umbrella,person,"(99, 280, 579, 1022)","(484, 670, 743, 866)",1560261206_dff0ecb242_b.jpg,0
person,motorcycle,"(308, 607, 583, 764)","(427, 673, 554, 779)",3706114881_c5de1137db_b.jpg,0
person,skateboard,"(237, 675, 183, 560)","(731, 886, 181, 486)",4886337019_438df8bdd3_b.jpg,0
person,tower,"(916, 1018, 420, 458)","(36, 936, 203, 468)",9689719237_c619e12bc6_b.jpg,0
person,ball,"(419, 996, 250, 465)","(245, 311, 346, 415)",5482559_20a5cea666_b.jpg,0
umbrella,person,"(2, 334, 135, 1022)","(120, 766, 609, 1022)",3219963856_5fa77f80f6_b.jpg,0
person,bag,"(780, 1014, 140, 223)","(921, 970, 128, 157)",253214757_cf91b11038_b.jpg,0
cat,monitor,"(504, 748, 127, 389)","(71, 432, 477, 883)",141024523_bfe05f97de_b.jpg,0
tree,person,"(1, 385, 347, 1019)","(326, 384, 881, 968)",7643907808_53bc952de3_b.jpg,0
person,motorcycle,"(174, 646, 155, 371)","(264, 639, 112, 504)",6472054231_c7facdaccf_b.jpg,0
person,bag,"(868, 1019, 410, 514)","(956, 984, 478, 503)",1928888381_e99699c73f_b.jpg,0
person,road,"(440, 542, 747, 803)","(450, 844, 1, 1272)",135119001_429d871932_o.jpg,0
person,skateboard,"(347, 561, 53, 149)","(511, 556, 95, 136)",5221805478_64e2bc375a_b.jpg,0
person,bike,"(313, 574, 57, 196)","(422, 597, 95, 146)",3859743251_72b1195c5f_b.jpg,0
person,truck,"(114, 541, 224, 386)","(186, 636, 152, 892)",8591280382_d7a26282b1_b.jpg,0
car,street,"(399, 612, 901, 1023)","(287, 634, 679, 1023)",3067774724_772e7518e4_b.jpg,0
person,skateboard,"(130, 568, 349, 752)","(535, 604, 448, 650)",5583851506_4ba593ef2e_b.jpg,0
person,ball,"(256, 493, 556, 704)","(455, 497, 348, 377)",8632289488_5161e87cf2_b.jpg,0
person,bike,"(348, 402, 497, 538)","(373, 411, 484, 553)",9364308213_d001eb5264_b.jpg,0
person,horse,"(120, 318, 274, 352)","(228, 521, 193, 465)",3925492730_6376a76cc0_o.jpg,0
person,umbrella,"(492, 936, 410, 577)","(465, 627, 398, 647)",7619247358_08bc495f66_b.jpg,0
person,surfboard,"(371, 394, 555, 565)","(360, 376, 555, 569)",7783261130_51deac56d4_b.jpg,0
umbrella,person,"(365, 617, 221, 713)","(435, 1023, 372, 616)",8093545484_7b9c00966d_b.jpg,0
truck,grass,"(22, 160, 395, 593)","(85, 587, 21, 590)",6312836326_7446f52dc3_o.jpg,0
person,motorcycle,"(524, 550, 876, 907)","(543, 589, 873, 895)",256409626_cde91d5d08_o.jpg,0
person,motorcycle,"(1, 726, 240, 793)","(195, 826, 22, 945)",6947893621_9a1a712c6b_b.jpg,0
elephant,grass,"(38, 557, 416, 798)","(74, 599, 1, 800)",5205855118_b2f6588454_b.jpg,0
umbrella,person,"(365, 423, 623, 816)","(388, 656, 631, 728)",6585226241_23909ae250_b.jpg,0
person,surfboard,"(220, 608, 588, 727)","(312, 471, 330, 967)",470168958_bceeb41ef6_o.jpg,0
person,horse,"(149, 495, 267, 523)","(376, 804, 133, 614)",8738943244_ef77da2d66_b.jpg,0
person,skateboard,"(11, 559, 220, 929)","(430, 554, 18, 763)",7003475342_7400477e2b_b.jpg,0
person,bag,"(335, 459, 212, 268)","(402, 447, 243, 266)",1384863889_41b7a322b6_b.jpg,0
person,sand,"(634, 754, 495, 530)","(648, 766, 1, 1018)",2387819502_17bff9fb12_o.jpg,0
person,bag,"(388, 656, 631, 728)","(484, 534, 706, 744)",6585226241_23909ae250_b.jpg,0
person,phone,"(137, 577, 743, 1023)","(427, 519, 774, 862)",4182606991_8bcce83e7a_b.jpg,0
person,truck,"(264, 364, 522, 604)","(335, 597, 362, 934)",2167504551_05f9305272_b.jpg,0
person,street,"(215, 395, 320, 420)","(307, 463, 4, 1024)",2650164083_5ed73ba2ae_b.jpg,0
person,suitcase,"(118, 443, 532, 635)","(296, 404, 502, 570)",9637594607_4a315f5084_b.jpg,0
person,kite,"(320, 491, 273, 370)","(149, 219, 556, 592)",3524120106_02fce9c97a_b.jpg,0
person,bike,"(885, 1023, 302, 396)","(989, 1023, 305, 398)",4642418191_38340c3dfc_b.jpg,0
person,bag,"(262, 420, 94, 155)","(302, 405, 62, 110)",9533523324_2f98357d2f_b.jpg,0
person,train,"(230, 428, 318, 391)","(93, 569, 308, 1023)",6883648073_b7ce5d4559_b.jpg,0
person,umbrella,"(8, 659, 1, 95)","(6, 178, 5, 180)",5655908408_205e07d6f9_b.jpg,0
person,boat,"(163, 321, 805, 846)","(458, 543, 372, 761)",5660128107_b0cf7cac4e_b.jpg,0
horse,person,"(694, 991, 448, 764)","(570, 840, 522, 643)",187448937_fdb1809fe3_b.jpg,0
person,skateboard,"(380, 849, 283, 1201)","(613, 835, 193, 314)",3977556375_3841d98215_o.jpg,0
jacket,person,"(406, 474, 39, 109)","(362, 482, 15, 131)",9107216826_8cd62d7b38_b.jpg,0
chair,person,"(560, 682, 213, 354)","(468, 586, 240, 357)",7172868795_42b01c7194_b.jpg,0
person,camera,"(245, 504, 828, 962)","(327, 383, 930, 963)",5650121787_51818ff39a_b.jpg,0
person,bag,"(467, 977, 412, 601)","(729, 866, 503, 587)",280636459_f71051b213_b.jpg,0
person,person,"(1, 766, 467, 1022)","(231, 767, 81, 592)",4096329293_8cff59e047_b.jpg,0
person,street,"(728, 780, 329, 360)","(672, 1024, 133, 762)",8340678534_4a18952ba6_b.jpg,0
person,computer,"(1, 166, 1, 161)","(2, 927, 749, 1277)",3627169702_b76201f41b_o.jpg,0
person,ball,"(314, 1014, 412, 611)","(44, 127, 501, 582)",5847791560_84f9db5717_b.jpg,0
person,bike,"(502, 688, 840, 910)","(575, 685, 839, 908)",297230542_430b2df049_b.jpg,0
person,bike,"(446, 615, 406, 484)","(531, 666, 378, 530)",475858069_44d2a6c7a2_b.jpg,0
motorcycle,person,"(243, 463, 732, 1003)","(87, 502, 877, 1007)",2522658537_0f0c78d42f_b.jpg,0
jacket,person,"(154, 458, 126, 361)","(45, 516, 120, 351)",8410020039_14235a2bef_b.jpg,0
person,street,"(121, 766, 119, 445)","(213, 761, 1, 1023)",449583699_8c0d2d2b70_b.jpg,0
person,person,"(262, 1020, 422, 674)","(360, 1009, 193, 430)",5698768778_c82c02ae96_b.jpg,0
person,bag,"(594, 682, 382, 445)","(667, 682, 389, 401)",9299503837_8f28cc5fc8_b.jpg,0
person,person,"(300, 584, 465, 576)","(354, 448, 481, 519)",8932808745_e1fd020884_b.jpg,0
person,skateboard,"(188, 515, 292, 593)","(189, 350, 326, 591)",2591480029_ac370d8bbd_o.jpg,0
person,camera,"(888, 1023, 160, 232)","(902, 1023, 118, 190)",7238699884_6ab55752d5_b.jpg,0
person,train,"(307, 420, 209, 242)","(140, 509, 392, 687)",8620948179_f71f8bce88_b.jpg,0
person,car,"(200, 335, 770, 836)","(245, 360, 828, 1023)",7562763590_e45aec394f_b.jpg,0
person,person,"(201, 438, 79, 264)","(165, 362, 622, 708)",4745633521_bda043e890_b.jpg,0
car,street,"(735, 826, 18, 171)","(682, 1022, 1, 767)",3125233905_b566622f77_b.jpg,0
person,horse,"(111, 541, 250, 485)","(254, 725, 267, 482)",8582481326_93bd2474e8_b.jpg,0
umbrella,table,"(94, 175, 306, 590)","(336, 489, 324, 458)",2113966890_c65030a7e7_o.jpg,0
person,skateboard,"(130, 393, 290, 615)","(294, 403, 269, 406)",5050401646_243ec70e2f_b.jpg,0
person,monitor,"(65, 360, 405, 542)","(75, 159, 419, 576)",6932219334_b35c5ed556_b.jpg,0
person,boat,"(261, 599, 155, 361)","(196, 596, 1, 796)",7388723_b2f1942363_o.jpg,0
person,skateboard,"(79, 506, 930, 1023)","(290, 367, 378, 414)",4715741115_79fee53b38_b.jpg,0
person,umbrella,"(155, 270, 303, 355)","(138, 168, 301, 372)",228449286_28dbd602f8_o.jpg,0
umbrella,person,"(225, 980, 365, 726)","(85, 312, 175, 607)",6338124303_e427ed5066_b.jpg,0
boat,person,"(196, 596, 1, 796)","(261, 599, 155, 361)",7388723_b2f1942363_o.jpg,0
person,horse,"(280, 581, 351, 547)","(431, 588, 173, 713)",9595192889_f25d37597f_b.jpg,0
person,kite,"(340, 938, 558, 766)","(335, 584, 94, 291)",3399252741_f9646c2711_b.jpg,0
person,skateboard,"(177, 428, 488, 694)","(359, 416, 645, 695)",4298749514_9a568a5d38_b.jpg,0
person,skateboard,"(208, 371, 328, 390)","(291, 367, 383, 417)",4715741115_79fee53b38_b.jpg,0
person,bike,"(289, 477, 256, 365)","(375, 507, 259, 361)",7670142550_684c8c8d64_b.jpg,0
person,surfboard,"(90, 704, 337, 602)","(168, 765, 328, 574)",5160167431_333df149ee_b.jpg,0
person,horse,"(189, 319, 824, 902)","(281, 537, 653, 1011)",6352669672_be64bd9687_b.jpg,0
person,street,"(789, 1022, 205, 272)","(900, 1023, 124, 769)",8254453084_944209de6b_b.jpg,0
person,bag,"(432, 550, 339, 384)","(493, 542, 320, 347)",6067410702_b7393a7fc1_b.jpg,0
umbrella,person,"(31, 423, 198, 820)","(267, 682, 233, 413)",8252946447_07db876128_b.jpg,0
person,kite,"(654, 814, 535, 632)","(156, 185, 490, 521)",194872763_0593c92057_b.jpg,0
motorcycle,person,"(195, 826, 22, 945)","(1, 726, 240, 793)",6947893621_9a1a712c6b_b.jpg,0
person,horse,"(46, 731, 532, 783)","(204, 730, 423, 836)",8689305154_5f29498e64_b.jpg,0
person,luggage,"(3, 1023, 5, 577)","(712, 1023, 334, 582)",2451919106_e57dd14435_b.jpg,0
train,person,"(226, 641, 254, 712)","(275, 346, 440, 489)",3572969356_2b01616f71_b.jpg,0
person,skateboard,"(224, 450, 579, 662)","(420, 445, 583, 636)",6103715639_b802991e1c_b.jpg,0
person,sand,"(230, 618, 110, 296)","(605, 683, 4, 1017)",6340199779_a1844a9946_b.jpg,0
person,horse,"(136, 565, 495, 650)","(269, 681, 113, 966)",1040603106_85ad669221_b.jpg,0
kite,person,"(445, 498, 241, 334)","(462, 800, 258, 511)",4433556373_ddfabedff5_o.jpg,0
person,plate,"(239, 550, 381, 559)","(489, 548, 456, 550)",7830346910_cc93f5f8c4_b.jpg,0
person,motorcycle,"(264, 296, 453, 470)","(293, 327, 437, 473)",6993148392_0f00427777_b.jpg,0
person,skateboard,"(7, 418, 252, 771)","(391, 472, 312, 505)",2600768187_e5fe8071ab_o.jpg,0
person,boat,"(350, 385, 231, 249)","(304, 447, 56, 349)",9612276764_253ca7b6ba_o.jpg,0
person,bike,"(458, 681, 198, 324)","(565, 741, 207, 326)",503178948_3d93953e2c_b.jpg,0
dog,tree,"(356, 453, 94, 169)","(4, 487, 5, 200)",2392526741_f0f7b6f5e7_b.jpg,0
person,street,"(167, 402, 437, 541)","(307, 463, 4, 1024)",2650164083_5ed73ba2ae_b.jpg,0
person,horse,"(291, 521, 607, 706)","(329, 642, 569, 715)",4559376344_63eb53f854_b.jpg,0
person,jacket,"(503, 694, 659, 728)","(587, 681, 650, 691)",9554427249_919da513fa_b.jpg,0
pillow,sofa,"(565, 695, 165, 271)","(544, 823, 88, 484)",3748124407_ea61a72f15_b.jpg,0
person,street,"(221, 621, 54, 176)","(358, 682, 2, 1005)",7761061442_3705401aaf_b.jpg,0
person,horse,"(255, 600, 312, 497)","(358, 737, 328, 458)",9352820210_664758d4f1_b.jpg,0
basket,bag,"(254, 464, 407, 672)","(209, 312, 446, 617)",406856735_e2383b9445_o.jpg,0
person,truck,"(267, 459, 217, 361)","(304, 572, 2, 472)",7162648307_5a350b2afd_b.jpg,0
bear,grass,"(204, 663, 310, 821)","(3, 705, 2, 1022)",8023304129_f8c0ab0172_b.jpg,0
person,horse,"(248, 589, 689, 892)","(555, 680, 311, 1023)",9595192889_f25d37597f_b.jpg,0
jacket,person,"(182, 409, 361, 519)","(136, 606, 354, 520)",5327343084_a5d22112d2_b.jpg,0
person,skateboard,"(18, 851, 27, 471)","(612, 878, 160, 380)",5773112490_3eccf9c352_b.jpg,0
person,surfboard,"(173, 402, 523, 672)","(380, 421, 376, 802)",7528392004_5a2ca89b45_b.jpg,0
person,motorcycle,"(192, 675, 355, 704)","(395, 677, 128, 1005)",9421179933_1b652d6e78_b.jpg,0
person,skateboard,"(301, 546, 298, 536)","(444, 542, 328, 460)",5012012351_d903a3171b_b.jpg,0
person,kite,"(390, 892, 46, 196)","(251, 556, 949, 1277)",523628458_fabab83cbc_o.jpg,0
person,motorcycle,"(105, 349, 317, 464)","(184, 384, 289, 513)",221833288_151076a9ae_o.jpg,0
horse,person,"(269, 681, 113, 966)","(136, 565, 495, 650)",1040603106_85ad669221_b.jpg,0
umbrella,person,"(85, 312, 175, 607)","(225, 980, 365, 726)",6338124303_e427ed5066_b.jpg,0
person,suitcase,"(55, 650, 376, 623)","(597, 886, 21, 470)",3377145238_b5146ff8ed_b.jpg,0
person,motorcycle,"(64, 557, 519, 723)","(57, 646, 224, 1000)",7799644968_66d57bce75_b.jpg,0
person,skateboard,"(198, 794, 3, 560)","(567, 834, 360, 569)",5605897099_1ea402daea_b.jpg,0
person,bed,"(265, 575, 288, 466)","(192, 575, 28, 951)",9169143144_89c565e9ca_b.jpg,0
person,bus,"(148, 270, 385, 449)","(215, 972, 8, 946)",7440734920_03007b1f3f_b.jpg,0
person,bus,"(369, 705, 157, 356)","(10, 619, 33, 906)",7800640746_941a61e566_b.jpg,0
motorcycle,street,"(653, 730, 551, 640)","(416, 728, 1, 1024)",7590096282_d3ab0548e5_b.jpg,0
person,street,"(330, 560, 53, 134)","(414, 677, 2, 1016)",3068032756_0e6acfce5d_b.jpg,0
person,bus,"(619, 692, 425, 450)","(441, 781, 117, 358)",8691175420_8c5178559a_b.jpg,0
person,bag,"(345, 425, 772, 810)","(373, 398, 793, 811)",8089881138_93bc8710a9_b.jpg,0
person,monitor,"(1, 166, 1, 161)","(18, 932, 742, 1277)",3627169702_b76201f41b_o.jpg,0
person,bag,"(201, 395, 760, 786)","(308, 350, 758, 774)",3802901524_68f0bcbef4_o.jpg,0
person,bag,"(183, 611, 174, 415)","(223, 336, 141, 266)",3643037085_cf60ab8a66_b.jpg,0
person,person,"(219, 615, 1, 106)","(153, 482, 265, 450)",4217262501_971c7fbb76_b.jpg,0
train,luggage,"(275, 676, 313, 864)","(251, 355, 740, 838)",9779255862_a4c3e98f41_b.jpg,0
person,sand,"(625, 736, 732, 769)","(648, 766, 1, 1018)",2387819502_17bff9fb12_o.jpg,0
person,surfboard,"(416, 731, 323, 442)","(507, 595, 239, 343)",3840758300_932cbe9171_b.jpg,0
person,luggage,"(520, 862, 515, 658)","(387, 943, 190, 589)",3782366612_197931cf40_b.jpg,0
person,luggage,"(107, 994, 122, 507)","(520, 874, 393, 577)",5570417120_264c738aac_b.jpg,0
bike,person,"(458, 633, 521, 768)","(373, 629, 571, 713)",6205433528_f145273087_b.jpg,0
person,bag,"(268, 721, 301, 424)","(347, 447, 323, 411)",130033128_fe89d7fe73_b.jpg,0
person,street,"(103, 1278, 225, 787)","(810, 1276, 5, 957)",221151390_780f993e4e_o.jpg,0
person,motorcycle,"(10, 671, 252, 565)","(104, 766, 104, 1022)",8224034613_c51e3b2e47_b.jpg,0
person,bag,"(425, 674, 663, 806)","(514, 591, 691, 754)",3871369769_6c2800bb24_b.jpg,0
person,bus,"(19, 74, 98, 137)","(1, 367, 1, 611)",8147048051_1caef454a5_o.jpg,0
train,person,"(226, 641, 254, 712)","(320, 353, 345, 375)",3572969356_2b01616f71_b.jpg,0
person,hydrant,"(279, 773, 406, 563)","(326, 827, 305, 455)",3484155003_10e09a45b0_b.jpg,0
person,skateboard,"(16, 534, 405, 622)","(405, 547, 426, 591)",5520058913_828c311213_b.jpg,0
person,truck,"(164, 408, 935, 990)","(148, 521, 68, 974)",7080311677_a34b86ff91_b.jpg,0
motorcycle,person,"(163, 580, 357, 853)","(116, 490, 520, 661)",6931986876_5ac41f8012_b.jpg,0
giraffe,grass,"(312, 671, 541, 822)","(385, 727, 1, 967)",110028147_cb8fe8b3ff_b.jpg,0
person,computer,"(98, 767, 118, 829)","(388, 766, 718, 1023)",4408933119_eef02b45d3_b.jpg,0
umbrella,person,"(251, 479, 448, 973)","(484, 671, 415, 634)",6006963922_ac961c83f8_b.jpg,0
car,street,"(615, 684, 553, 677)","(590, 683, 549, 979)",2037997834_6fdaca5c99_b.jpg,0
person,skateboard,"(228, 902, 177, 512)","(765, 884, 303, 433)",5221805478_64e2bc375a_b.jpg,0
person,motorcycle,"(592, 676, 864, 917)","(612, 702, 847, 924)",7590096282_d3ab0548e5_b.jpg,0
person,bike,"(394, 681, 12, 176)","(521, 797, 22, 179)",9179271597_e024490008_b.jpg,0
person,bag,"(582, 640, 242, 272)","(617, 638, 246, 257)",10294731884_4a697a5d9f_o.jpg,0
person,person,"(259, 394, 567, 653)","(97, 523, 307, 525)",9657253006_b038a55ab7_b.jpg,0
person,snowboard,"(370, 625, 756, 905)","(487, 550, 90, 179)",3840322000_7688d21b32_b.jpg,0
person,horse,"(217, 372, 471, 532)","(267, 449, 404, 597)",6937158405_3e09ee397a_b.jpg,0
person,person,"(27, 967, 7, 266)","(196, 555, 113, 256)",3782366612_197931cf40_b.jpg,0
person,phone,"(19, 681, 50, 951)","(328, 380, 794, 877)",4956575632_4cbb85287d_b.jpg,0
person,motorcycle,"(143, 540, 322, 539)","(166, 546, 74, 728)",2582208468_58ac31d1e9_o.jpg,0
umbrella,person,"(1, 306, 4, 762)","(421, 812, 33, 302)",6116946649_7be3d70d6c_b.jpg,0
motorcycle,person,"(677, 764, 327, 460)","(639, 767, 364, 436)",7162772807_969b288e08_b.jpg,0
person,pillow,"(174, 562, 608, 950)","(153, 384, 715, 995)",6592262967_0c85220c7b_b.jpg,0
person,bike,"(346, 531, 637, 726)","(430, 571, 640, 735)",5141510566_2f22529198_b.jpg,0
person,grass,"(305, 627, 706, 799)","(207, 765, 1, 1024)",908984325_df6244e5b7_b.jpg,0
bike,street,"(269, 564, 298, 665)","(465, 684, 2, 1024)",4340137750_01465eff6f_b.jpg,0
person,bike,"(309, 598, 156, 303)","(510, 675, 161, 304)",8394847830_09afc7a1d1_b.jpg,0
motorcycle,person,"(368, 523, 344, 808)","(184, 525, 453, 706)",2522658537_0f0c78d42f_b.jpg,0
kite,sky,"(141, 280, 901, 972)","(1, 497, 1, 1023)",8206728578_75a1d2f7ed_b.jpg,0
person,bike,"(274, 352, 433, 469)","(309, 355, 411, 497)",6899663069_bb6294fdfb_b.jpg,0
person,motorcycle,"(103, 742, 685, 887)","(316, 767, 428, 935)",2212066876_aaf1415029_o.jpg,0
person,boat,"(275, 598, 43, 301)","(196, 596, 1, 796)",7388723_b2f1942363_o.jpg,0
person,skis,"(442, 608, 345, 399)","(435, 490, 310, 446)",3840322000_7688d21b32_b.jpg,0
person,horse,"(81, 329, 754, 859)","(175, 402, 623, 972)",3304610867_f5bda2cd68_b.jpg,0
person,bottle,"(79, 368, 107, 206)","(225, 263, 156, 175)",7655582048_711aecb39c_b.jpg,0
person,computer,"(5, 682, 1, 269)","(323, 680, 508, 965)",8513200782_e31bd78af8_b.jpg,0
person,boat,"(190, 560, 122, 244)","(241, 266, 604, 968)",4869456397_8f42747a22_b.jpg,0
person,ball,"(123, 710, 167, 546)","(309, 337, 18, 62)",9053076700_dc9e00ee15_b.jpg,0
person,snowboard,"(321, 569, 344, 463)","(414, 474, 411, 478)",4485139500_d57c642bc6_b.jpg,0
motorcycle,street,"(612, 702, 847, 924)","(416, 728, 1, 1024)",7590096282_d3ab0548e5_b.jpg,0
person,kite,"(676, 896, 116, 209)","(13, 689, 197, 767)",655943072_b41d8cb0e8_b.jpg,0
person,grass,"(365, 462, 462, 503)","(437, 764, 1, 893)",10131308045_396d053b7e_b.jpg,0
person,street,"(98, 766, 607, 932)","(213, 761, 1, 1023)",449583699_8c0d2d2b70_b.jpg,0
person,mountain,"(325, 426, 552, 634)","(239, 357, 72, 718)",5675614133_5c57f1cc4d_b.jpg,0
person,bike,"(183, 611, 174, 415)","(400, 654, 20, 492)",3643037085_cf60ab8a66_b.jpg,0
person,horse,"(282, 351, 429, 481)","(292, 433, 506, 666)",4607601147_412c14a80d_b.jpg,0
person,pizza,"(83, 436, 410, 781)","(443, 767, 52, 925)",4182606991_8bcce83e7a_b.jpg,0
person,bike,"(339, 658, 768, 939)","(475, 684, 740, 986)",6447683987_24417c4024_b.jpg,0
person,skateboard,"(36, 812, 230, 605)","(759, 850, 180, 488)",5561870780_ccc1f7cc1d_b.jpg,0
person,grass,"(479, 954, 50, 258)","(338, 1023, 19, 757)",6879272874_931c3174a8_b.jpg,0
person,boat,"(453, 696, 72, 402)","(630, 829, 1, 437)",3735403050_b4ebfff4e4_b.jpg,0
bag,luggage,"(515, 780, 276, 538)","(712, 1023, 334, 582)",2451919106_e57dd14435_b.jpg,0
person,bike,"(333, 574, 392, 548)","(474, 658, 305, 631)",6148928957_b934df95ae_b.jpg,0
laptop,chair,"(373, 434, 576, 649)","(257, 459, 533, 737)",8065565064_27aa3da618_b.jpg,0
car,street,"(389, 458, 533, 624)","(379, 681, 7, 804)",8182301279_4732e768b3_b.jpg,0
person,bus,"(260, 521, 637, 747)","(118, 578, 34, 896)",10251778694_c9344d7f08_b.jpg,0
jacket,person,"(622, 767, 584, 864)","(526, 766, 561, 888)",5086731538_ece3200089_b.jpg,0
umbrella,surfboard,"(1, 306, 4, 762)","(629, 958, 495, 573)",6116946649_7be3d70d6c_b.jpg,0
person,skateboard,"(27, 459, 656, 851)","(366, 459, 646, 772)",2721408051_0a57855068_b.jpg,0
person,elephant,"(16, 208, 349, 436)","(138, 637, 139, 756)",7062560387_65ab35db5a_b.jpg,0
airplane,sky,"(193, 274, 200, 433)","(2, 404, 5, 1021)",2871156541_940bfed74c_b.jpg,0
person,surfboard,"(197, 687, 77, 268)","(617, 774, 79, 263)",7166124583_289e18421c_b.jpg,0
person,motorcycle,"(496, 630, 423, 481)","(567, 657, 426, 474)",6623880097_4c4ebeaa2d_b.jpg,0
person,bag,"(101, 516, 238, 369)","(152, 268, 209, 274)",6356579605_28eda52c28_b.jpg,0
person,bike,"(259, 793, 591, 886)","(616, 1017, 364, 1001)",8538884882_02c6a81024_b.jpg,0
person,car,"(114, 541, 224, 386)","(186, 636, 152, 892)",8591280382_d7a26282b1_b.jpg,0
person,grass,"(377, 600, 344, 429)","(377, 761, 3, 1022)",8832189234_79c72f25c8_b.jpg,0
person,sand,"(495, 624, 386, 420)","(524, 680, 4, 1022)",4649189259_93873e099f_b.jpg,0
person,motorcycle,"(535, 742, 290, 448)","(677, 898, 334, 459)",227270260_48fb05af59_b.jpg,0
person,bag,"(609, 986, 582, 732)","(818, 943, 559, 624)",6123351343_6865398fb6_b.jpg,0
person,elephant,"(51, 590, 145, 348)","(102, 365, 317, 544)",5628092207_ac97d56001_b.jpg,0
helmet,person,"(317, 404, 643, 715)","(317, 560, 453, 749)",3229380320_29c0cbda66_b.jpg,0
person,plate,"(3, 241, 341, 529)","(187, 230, 535, 643)",255923222_d34e9a95f8_b.jpg,0
horse,street,"(475, 674, 538, 766)","(523, 766, 20, 1012)",9883856875_4841d35043_b.jpg,0
jacket,person,"(416, 470, 612, 662)","(398, 539, 598, 685)",4342804425_5cfd6e7c67_b.jpg,0
person,train,"(323, 364, 351, 381)","(226, 641, 254, 712)",3572969356_2b01616f71_b.jpg,0
person,motorcycle,"(362, 796, 68, 183)","(372, 638, 582, 700)",8019478645_3462424238_b.jpg,0
person,sofa,"(208, 633, 128, 271)","(513, 882, 3, 434)",7399342972_d7c46f5e49_b.jpg,0
person,skateboard,"(1, 696, 195, 679)","(562, 743, 114, 435)",3718173700_f61a95ca35_b.jpg,0
person,kite,"(651, 700, 938, 962)","(90, 221, 100, 918)",3475527366_e262322074_b.jpg,0
person,grass,"(487, 557, 115, 136)","(550, 584, 34, 183)",10004827943_9f667176ef_b.jpg,0
person,bag,"(234, 635, 317, 444)","(301, 496, 297, 364)",4869456397_8f42747a22_b.jpg,0
person,umbrella,"(23, 532, 4, 140)","(2, 78, 3, 128)",5109490488_81960213da_b.jpg,0
person,skateboard,"(222, 505, 184, 369)","(402, 503, 261, 325)",2412772934_22b28fa983_o.jpg,0
person,road,"(377, 591, 547, 633)","(366, 593, 2, 1022)",8449584027_4964ce99ac_b.jpg,0
motorcycle,street,"(355, 587, 901, 978)","(404, 833, 18, 19)",5592463982_0b2bd14964_b.jpg,0
person,motorcycle,"(12, 667, 306, 685)","(265, 787, 90, 956)",9653931989_4cc05560e3_b.jpg,0
person,bag,"(112, 523, 567, 920)","(444, 519, 801, 869)",56030262_f38b94c3b6_b.jpg,0
cart,person,"(348, 608, 406, 611)","(268, 523, 349, 555)",7377162790_f3404c6be3_o.jpg,0
motorcycle,street,"(182, 623, 266, 856)","(392, 761, 9, 1021)",2754987744_d6b6c62545_b.jpg,0
person,bag,"(706, 856, 194, 247)","(793, 831, 250, 272)",181336099_03731ec0b0_b.jpg,0
person,bag,"(422, 767, 859, 1013)","(616, 692, 845, 909)",9392978771_7cdbff5cbd_b.jpg,0
person,pizza,"(148, 375, 578, 744)","(550, 650, 166, 608)",6327449591_43a64fd764_b.jpg,0
kite,sky,"(188, 259, 141, 306)","(1, 493, 1, 1020)",8642248228_d2187daf86_b.jpg,0
person,street,"(124, 403, 794, 886)","(331, 426, 790, 1023)",4669793697_a3d315108d_b.jpg,0
person,person,"(292, 1023, 24, 346)","(92, 1024, 336, 780)",5843020554_298c6d43e9_b.jpg,0
person,bike,"(406, 669, 641, 792)","(514, 683, 630, 822)",2602285885_23611d66a1_b.jpg,0
person,bag,"(315, 561, 3, 134)","(357, 484, 1, 45)",8465079679_58ae9428d1_b.jpg,0
person,bag,"(324, 429, 420, 457)","(347, 381, 441, 467)",9692252030_f1db6b57d9_o.jpg,0
motorcycle,grass,"(330, 612, 470, 938)","(407, 674, 15, 1017)",7395494510_638e25d48b_b.jpg,0
person,kite,"(539, 702, 221, 298)","(87, 164, 287, 365)",21080172_d6abfaa184_o.jpg,0
bike,person,"(375, 507, 259, 361)","(289, 477, 256, 365)",7670142550_684c8c8d64_b.jpg,0
person,street,"(376, 637, 310, 368)","(577, 765, 5, 1023)",3260995233_341feccf5a_b.jpg,0
truck,street,"(276, 496, 755, 1022)","(287, 634, 679, 1023)",3067774724_772e7518e4_b.jpg,0
trees,mountain,"(280, 414, 5, 316)","(307, 402, 1, 306)",6974520121_4d7b725db8_b.jpg,0
