source_img,predicate,object_category,object_h,object_w,object_y,object_x,subject_category,subject_h,subject_w,subject_y,subject_x,y,channels,object_x_max,object_y_max,subject_x_max,subject_y_max,object_bbox,subject_bbox
2370694.jpg,sitting on,bench,50,108,187,171,boy,68,50,168,193,1,3,279,237,243,236,"(187, 237, 171, 279)","(168, 236, 193, 243)"
2403045.jpg,sitting on,grass,318,499,55,1,woman,210,419,105,24,1,3,500,373,443,315,"(55, 373, 1, 500)","(105, 315, 24, 443)"
2402606.jpg,sitting on,cloth,371,499,2,0,plate,318,421,44,39,1,3,499,373,460,362,"(2, 373, 0, 499)","(44, 362, 39, 460)"
2381189.jpg,sitting on,counter,188,319,308,55,vase,192,49,274,161,1,3,374,496,210,466,"(308, 496, 55, 374)","(274, 466, 161, 210)"
2416400.jpg,sitting on,table,114,276,332,38,dog,270,221,97,94,1,3,314,446,315,367,"(332, 446, 38, 314)","(97, 367, 94, 315)"
2329097.jpg,sitting on,bed,163,493,167,5,girl,214,135,116,298,1,3,498,330,433,330,"(167, 330, 5, 498)","(116, 330, 298, 433)"
2385198.jpg,sitting on,desk,238,463,136,33,phone,61,28,94,121,1,3,496,374,149,155,"(136, 374, 33, 496)","(94, 155, 121, 149)"
3987.jpg,sitting on,balcony,344,434,1,1,chair,47,46,172,59,1,3,435,345,105,219,"(1, 345, 1, 435)","(172, 219, 59, 105)"
2382338.jpg,sitting on,bench,89,391,242,32,man,236,130,93,40,1,3,423,331,170,329,"(242, 331, 32, 423)","(93, 329, 40, 170)"
2388874.jpg,wearing,shirt,173,130,202,366,man,247,194,128,303,0,3,496,375,497,375,"(202, 375, 366, 496)","(128, 375, 303, 497)"
2381206.jpg,standing on,sand,174,500,200,0,person,285,106,79,269,0,3,500,374,375,364,"(200, 374, 0, 500)","(79, 364, 269, 375)"
2404069.jpg,sitting on,table,153,499,183,0,mouse,39,40,234,399,1,3,499,336,439,273,"(183, 336, 0, 499)","(234, 273, 399, 439)"
2387227.jpg,wearing,pants,67,33,242,289,woman,112,43,202,281,0,3,322,309,324,314,"(242, 309, 289, 322)","(202, 314, 281, 324)"
2360513.jpg,standing on,bench,68,493,264,2,cat,330,487,2,5,0,3,495,332,492,332,"(264, 332, 2, 495)","(2, 332, 5, 492)"
713283.jpg,sitting on,chair,135,65,598,411,person,64,77,354,639,1,3,476,733,716,418,"(598, 733, 411, 476)","(354, 418, 639, 716)"
2377862.jpg,wearing,shorts,52,106,114,194,boy,166,252,57,106,0,3,300,166,358,223,"(114, 166, 194, 300)","(57, 223, 106, 358)"
2389003.jpg,standing on,sidewalk,121,332,378,0,man,96,24,303,31,0,3,332,499,55,399,"(378, 499, 0, 332)","(303, 399, 31, 55)"
2383873.jpg,sitting on,bed,184,377,180,2,woman,273,182,44,39,1,3,379,364,221,317,"(180, 364, 2, 379)","(44, 317, 39, 221)"
2398416.jpg,says,california,81,128,81,292,signs,72,321,93,95,0,3,420,162,416,165,"(81, 162, 292, 420)","(93, 165, 95, 416)"
2319576.jpg,wearing,suit,89,45,180,110,man,92,46,179,108,0,3,155,269,154,271,"(180, 269, 110, 155)","(179, 271, 108, 154)"
2366985.jpg,sitting on,wire,65,430,151,0,bird,35,28,128,100,1,3,430,216,128,163,"(151, 216, 0, 430)","(128, 163, 100, 128)"
713775.jpg,sitting on,road,405,1014,274,8,boots,53,65,392,565,1,3,1022,679,630,445,"(274, 679, 8, 1022)","(392, 445, 565, 630)"
2357473.jpg,sitting on,bus,379,370,0,3,woman,270,144,24,217,1,3,373,379,361,294,"(0, 379, 3, 373)","(24, 294, 217, 361)"
2395003.jpg,sitting on,street,190,488,310,5,skateboard,47,92,423,2,1,3,493,500,94,470,"(310, 500, 5, 493)","(423, 470, 2, 94)"
2341088.jpg,sitting on,bench,22,27,193,268,guy,38,27,165,273,1,3,295,215,300,203,"(193, 215, 268, 295)","(165, 203, 273, 300)"
2403355.jpg,sitting on,sofa,157,226,174,274,man,82,126,161,298,1,3,500,331,424,243,"(174, 331, 274, 500)","(161, 243, 298, 424)"
2380128.jpg,wearing,wetsuit,30,57,151,265,man,109,71,94,241,0,3,322,181,312,203,"(151, 181, 265, 322)","(94, 203, 241, 312)"
2328719.jpg,wearing,jacket,37,50,27,265,person,50,42,11,269,0,3,315,64,311,61,"(27, 64, 265, 315)","(11, 61, 269, 311)"
2349651.jpg,riding,surfboard,37,117,221,242,man,124,114,102,237,0,3,359,258,351,226,"(221, 258, 242, 359)","(102, 226, 237, 351)"
2359472.jpg,wearing,shorts,30,53,198,272,girl,100,44,37,223,0,3,325,228,267,137,"(198, 228, 272, 325)","(37, 137, 223, 267)"
2351169.jpg,sitting on,bench,120,145,130,255,man,160,70,77,320,1,3,400,250,390,237,"(130, 250, 255, 400)","(77, 237, 320, 390)"
2342113.jpg,sitting on,ground,142,383,158,2,hay,106,128,102,143,1,3,385,300,271,208,"(158, 300, 2, 385)","(102, 208, 143, 271)"
2411799.jpg,wearing,hat,33,38,199,173,person,251,92,207,144,0,3,211,232,236,458,"(199, 232, 173, 211)","(207, 458, 144, 236)"
2355653.jpg,wearing,shorts,26,33,257,218,man,120,51,205,208,0,3,251,283,259,325,"(257, 283, 218, 251)","(205, 325, 208, 259)"
2400256.jpg,sitting on,corner,38,234,177,264,can,61,48,131,313,1,3,498,215,361,192,"(177, 215, 264, 498)","(131, 192, 313, 361)"
2316036.jpg,sitting on,bench,170,277,155,194,person,181,110,123,192,1,3,471,325,302,304,"(155, 325, 194, 471)","(123, 304, 192, 302)"
2351310.jpg,covering,cake,184,198,118,56,glaze,181,197,119,55,0,3,254,302,252,300,"(118, 302, 56, 254)","(119, 300, 55, 252)"
2374749.jpg,wearing,ring,7,13,286,152,man,179,167,118,69,0,3,165,293,236,297,"(286, 293, 152, 165)","(118, 297, 69, 236)"
2317609.jpg,covered in,snow,63,160,437,168,skies,56,78,438,104,0,3,328,500,182,494,"(437, 500, 168, 328)","(438, 494, 104, 182)"
2392152.jpg,wearing,glasses,12,25,65,372,person,272,88,43,348,0,3,397,77,436,315,"(65, 77, 372, 397)","(43, 315, 348, 436)"
2404969.jpg,wearing,pants,71,57,259,442,woman,226,84,106,414,0,3,499,330,498,332,"(259, 330, 442, 499)","(106, 332, 414, 498)"
286019.jpg,walking in,park,500,506,141,482,man,67,44,219,693,0,3,988,641,737,286,"(141, 641, 482, 988)","(219, 286, 693, 737)"
2353901.jpg,sitting on,table,139,141,359,189,bottle,113,47,318,282,1,3,330,498,329,431,"(359, 498, 189, 330)","(318, 431, 282, 329)"
2415306.jpg,sitting on,counter,208,448,165,42,bottles,292,432,27,24,1,3,490,373,456,319,"(165, 373, 42, 490)","(27, 319, 24, 456)"
2388942.jpg,sitting on,elephant,288,153,175,85,man,110,157,96,97,1,3,238,463,254,206,"(175, 463, 85, 238)","(96, 206, 97, 254)"
2326337.jpg,sitting on,skateboard,49,238,288,1,boy,235,188,75,0,1,3,239,337,188,310,"(288, 337, 1, 239)","(75, 310, 0, 188)"
2393966.jpg,sitting on,tarmac,54,493,112,6,cargo,13,21,107,206,1,3,499,166,227,120,"(112, 166, 6, 499)","(107, 120, 206, 227)"
2391027.jpg,wearing,goggles,28,24,151,286,person,170,145,141,171,0,3,310,179,316,311,"(151, 179, 286, 310)","(141, 311, 171, 316)"
2397069.jpg,sitting on,range,42,175,180,287,lid,14,41,169,362,1,3,462,222,403,183,"(180, 222, 287, 462)","(169, 183, 362, 403)"
2352447.jpg,flying in,sky,35,53,89,213,kite,39,30,82,263,0,3,266,124,293,121,"(89, 124, 213, 266)","(82, 121, 263, 293)"
2316684.jpg,parked on,road,192,494,179,5,cars,22,81,178,24,0,3,499,371,105,200,"(179, 371, 5, 499)","(178, 200, 24, 105)"
2350204.jpg,wearing,socks,26,17,207,306,man,276,198,1,281,0,3,323,233,479,277,"(207, 233, 306, 323)","(1, 277, 281, 479)"
2364286.jpg,wearing,shirt,25,35,139,462,woman,88,40,118,457,0,3,497,164,497,206,"(139, 164, 462, 497)","(118, 206, 457, 497)"
713283.jpg,sitting on,chair,148,91,597,387,person,344,443,394,20,1,3,478,745,463,738,"(597, 745, 387, 478)","(394, 738, 20, 463)"
2362252.jpg,sitting on,beach,148,499,170,1,towel,28,173,225,327,1,3,500,318,500,253,"(170, 318, 1, 500)","(225, 253, 327, 500)"
2341343.jpg,flying in,sky,82,133,12,322,plane,385,483,32,11,0,3,455,94,494,417,"(12, 94, 322, 455)","(32, 417, 11, 494)"
2374886.jpg,sitting on,road,24,376,253,1,suv,51,113,206,261,1,3,377,277,374,257,"(253, 277, 1, 377)","(206, 257, 261, 374)"
2413067.jpg,sitting on,elephant,170,144,131,82,man,72,89,53,178,1,3,226,301,267,125,"(131, 301, 82, 226)","(53, 125, 178, 267)"
2411469.jpg,wearing,pants,17,12,20,120,person,37,19,5,115,0,3,132,37,134,42,"(20, 37, 120, 132)","(5, 42, 115, 134)"
2325747.jpg,sitting on,hill,90,496,240,2,person,176,238,85,138,1,3,498,330,376,261,"(240, 330, 2, 498)","(85, 261, 138, 376)"
2328188.jpg,wearing,pants,95,66,135,178,man,122,37,60,298,0,3,244,230,335,182,"(135, 230, 178, 244)","(60, 182, 298, 335)"
2392502.jpg,says,xcel,18,26,177,287,suit,131,110,152,244,0,3,313,195,354,283,"(177, 195, 287, 313)","(152, 283, 244, 354)"
2347257.jpg,wearing,hat,81,72,78,241,statue,483,288,14,28,0,3,313,159,316,497,"(78, 159, 241, 313)","(14, 497, 28, 316)"
2363361.jpg,wearing,helmet,55,79,20,193,batter,410,223,20,78,0,3,272,75,301,430,"(20, 75, 193, 272)","(20, 430, 78, 301)"
2378044.jpg,sitting on,bridge,66,415,118,1,train,60,405,57,5,1,3,416,184,410,117,"(118, 184, 1, 416)","(57, 117, 5, 410)"
2367579.jpg,sitting on,boat,370,495,1,0,man,226,172,109,206,1,3,495,371,378,335,"(1, 371, 0, 495)","(109, 335, 206, 378)"
2400846.jpg,wearing,shirt,34,29,83,246,man,84,45,45,232,0,3,275,117,277,129,"(83, 117, 246, 275)","(45, 129, 232, 277)"
2375562.jpg,sitting on,birdbath,258,484,240,15,bird,85,142,168,226,1,3,499,498,368,253,"(240, 498, 15, 499)","(168, 253, 226, 368)"
2381172.jpg,riding,skateboard,31,49,282,175,child,99,110,197,110,0,3,224,313,220,296,"(282, 313, 175, 224)","(197, 296, 110, 220)"
2412398.jpg,sitting on,sofa,245,493,84,3,boy,300,336,32,46,1,3,496,329,382,332,"(84, 329, 3, 496)","(32, 332, 46, 382)"
2346778.jpg,sitting on,desk,309,179,183,0,laptop,112,95,178,0,1,3,179,492,95,290,"(183, 492, 0, 179)","(178, 290, 0, 95)"
4059.jpg,sitting on,desk,223,251,218,341,laptop,83,79,188,397,1,3,592,441,476,271,"(218, 441, 341, 592)","(188, 271, 397, 476)"
2412220.jpg,sitting on,bench,100,58,315,5,man,116,72,302,36,1,3,63,415,108,418,"(315, 415, 5, 63)","(302, 418, 36, 108)"
2350022.jpg,sitting on,head,11,17,171,239,hat,15,20,160,236,1,3,256,182,256,175,"(171, 182, 239, 256)","(160, 175, 236, 256)"
1593209.jpg,mounted on,building,83,72,24,679,balcony,16,18,35,692,0,3,751,107,710,51,"(24, 107, 679, 751)","(35, 51, 692, 710)"
2350689.jpg,standing on,sidewalk,38,147,411,13,pedestrians,43,21,385,112,0,3,160,449,133,428,"(411, 449, 13, 160)","(385, 428, 112, 133)"
2389372.jpg,sitting on,shelf,12,114,118,137,clock,30,29,88,208,1,3,251,130,237,118,"(118, 130, 137, 251)","(88, 118, 208, 237)"
2361054.jpg,sitting on,desk,85,449,90,0,phone,30,40,120,3,1,3,449,175,43,150,"(90, 175, 0, 449)","(120, 150, 3, 43)"
2343851.jpg,sitting on,pan,359,141,15,338,pizza,373,439,0,1,1,3,479,374,440,373,"(15, 374, 338, 479)","(0, 373, 1, 440)"
2343461.jpg,wearing,shorts,49,36,144,20,man,224,70,34,3,0,3,56,193,73,258,"(144, 193, 20, 56)","(34, 258, 3, 73)"
2346635.jpg,growing on,arm,139,160,357,164,hair,14,74,431,157,0,3,324,496,231,445,"(357, 496, 164, 324)","(431, 445, 157, 231)"
2407550.jpg,sitting on,shelf,6,91,159,291,bowl,15,30,144,332,1,3,382,165,362,159,"(159, 165, 291, 382)","(144, 159, 332, 362)"
2404470.jpg,wearing,jacket,200,154,102,137,child,482,166,13,138,0,3,291,302,304,495,"(102, 302, 137, 291)","(13, 495, 138, 304)"
2352171.jpg,sitting on,shelf,10,29,49,356,box,56,38,54,297,1,3,385,59,335,110,"(49, 59, 356, 385)","(54, 110, 297, 335)"
2346960.jpg,wearing,shorts,25,47,397,100,kid,134,65,334,87,0,3,147,422,152,468,"(397, 422, 100, 147)","(334, 468, 87, 152)"
2398143.jpg,painted on,road,93,496,239,2,line,80,181,253,309,0,3,498,332,490,333,"(239, 332, 2, 498)","(253, 333, 309, 490)"
3391.jpg,sitting on,chair,114,192,6,577,person,114,136,6,633,1,3,769,120,769,120,"(6, 120, 577, 769)","(6, 120, 633, 769)"
2366969.jpg,says,fall,33,127,226,13,train,246,402,77,2,0,3,140,259,404,323,"(226, 259, 13, 140)","(77, 323, 2, 404)"
3770.jpg,wearing,jeans,176,113,420,268,man,494,168,103,217,0,3,381,596,385,597,"(420, 596, 268, 381)","(103, 597, 217, 385)"
2380218.jpg,wearing,sunglasses,11,16,54,383,woman,192,67,45,357,0,3,399,65,424,237,"(54, 65, 383, 399)","(45, 237, 357, 424)"
713775.jpg,sitting on,ground,394,1010,284,7,backpack,189,148,454,312,1,3,1017,678,460,643,"(284, 678, 7, 1017)","(454, 643, 312, 460)"
2357136.jpg,sitting on,desk,342,497,31,1,mouse,62,59,155,393,1,3,498,373,452,217,"(31, 373, 1, 498)","(155, 217, 393, 452)"
2396008.jpg,wearing,suit,149,96,142,303,conductor,169,105,124,304,0,3,399,291,409,293,"(142, 291, 303, 399)","(124, 293, 304, 409)"
2320456.jpg,hanging from,pole,21,345,95,108,bananas,34,33,140,167,0,3,453,116,200,174,"(95, 116, 108, 453)","(140, 174, 167, 200)"
2382013.jpg,wearing,jacket,66,45,192,222,skier,147,62,181,217,0,3,267,258,279,328,"(192, 258, 222, 267)","(181, 328, 217, 279)"
2355541.jpg,wearing,shirt,41,77,153,314,woman,25,17,120,27,0,3,391,194,44,145,"(153, 194, 314, 391)","(120, 145, 27, 44)"
2403968.jpg,wearing,blouse,63,42,142,170,woman,47,44,113,173,0,3,212,205,217,160,"(142, 205, 170, 212)","(113, 160, 173, 217)"
2359502.jpg,wearing,hat,68,115,37,264,man,289,199,39,264,0,3,379,105,463,328,"(37, 105, 264, 379)","(39, 328, 264, 463)"
2214.jpg,sitting on,table,268,358,318,233,print,77,145,433,248,1,3,591,586,393,510,"(318, 586, 233, 591)","(433, 510, 248, 393)"
2373967.jpg,wearing,shirt,198,245,177,1,woman,309,359,66,1,0,3,246,375,360,375,"(177, 375, 1, 246)","(66, 375, 1, 360)"
2392019.jpg,sitting on,table,66,63,161,35,flowers,25,28,128,74,1,3,98,227,102,153,"(161, 227, 35, 98)","(128, 153, 74, 102)"
2357779.jpg,wearing,pants,130,52,190,424,man,259,76,80,416,0,3,476,320,492,339,"(190, 320, 424, 476)","(80, 339, 416, 492)"
2862.jpg,wearing,shirt,40,34,405,119,person,96,42,394,112,0,3,153,445,154,490,"(405, 445, 119, 153)","(394, 490, 112, 154)"
3023.jpg,sitting on,banister,356,401,215,192,bowl,43,75,214,495,1,3,593,571,570,257,"(215, 571, 192, 593)","(214, 257, 495, 570)"
2405139.jpg,sitting on,ledge,29,79,226,58,cleopatra,139,108,159,32,1,3,137,255,140,298,"(226, 255, 58, 137)","(159, 298, 32, 140)"
2333703.jpg,sitting on,bench,243,263,254,67,dog,346,180,92,96,1,3,330,497,276,438,"(254, 497, 67, 330)","(92, 438, 96, 276)"
2340448.jpg,sitting on,plate,72,142,299,0,food,6,7,350,20,1,3,142,371,27,356,"(299, 371, 0, 142)","(350, 356, 20, 27)"
2357199.jpg,sitting on,building,291,427,73,45,chimney,67,55,13,368,1,3,472,364,423,80,"(73, 364, 45, 472)","(13, 80, 368, 423)"
2364711.jpg,wearing,boot,30,23,157,363,person,196,95,1,321,0,3,386,187,416,197,"(157, 187, 363, 386)","(1, 197, 321, 416)"
2324383.jpg,wearing,cap,28,39,58,390,man,66,83,57,384,0,3,429,86,467,123,"(58, 86, 390, 429)","(57, 123, 384, 467)"
2387128.jpg,wearing,backpack,38,29,55,94,person,103,35,39,85,0,3,123,93,120,142,"(55, 93, 94, 123)","(39, 142, 85, 120)"
2410029.jpg,wearing,vest,129,31,100,79,man,469,150,11,13,0,3,110,229,163,480,"(100, 229, 79, 110)","(11, 480, 13, 163)"
2407831.jpg,sitting on,stand,45,69,230,93,tv,42,71,184,90,1,3,162,275,161,226,"(230, 275, 93, 162)","(184, 226, 90, 161)"
2364344.jpg,sitting on,bench,182,443,250,20,woman,267,181,148,54,1,3,463,432,235,415,"(250, 432, 20, 463)","(148, 415, 54, 235)"
2387037.jpg,sitting on,counter,103,248,2,0,plate,40,136,9,92,1,3,248,105,228,49,"(2, 105, 0, 248)","(9, 49, 92, 228)"
2357473.jpg,sitting on,chair,92,110,240,257,woman,270,144,24,217,1,3,367,332,361,294,"(240, 332, 257, 367)","(24, 294, 217, 361)"
2323161.jpg,sitting on,ground,87,480,36,18,people,34,32,60,176,1,3,498,123,208,94,"(36, 123, 18, 498)","(60, 94, 176, 208)"
2417499.jpg,sitting on,beach,103,496,88,3,person,15,9,119,262,1,3,499,191,271,134,"(88, 191, 3, 499)","(119, 134, 262, 271)"
2372820.jpg,sitting on,plate,125,210,107,286,bread,115,202,72,289,1,3,496,232,491,187,"(107, 232, 286, 496)","(72, 187, 289, 491)"
2380375.jpg,walking in,street,295,497,102,0,man,95,30,163,2,0,3,497,397,32,258,"(102, 397, 0, 497)","(163, 258, 2, 32)"
2405866.jpg,playing,frisbee,36,59,118,159,guy,311,115,1,125,0,3,218,154,240,312,"(118, 154, 159, 218)","(1, 312, 125, 240)"
2362441.jpg,sitting on,counter,117,496,117,3,skull,48,58,149,396,1,3,499,234,454,197,"(117, 234, 3, 499)","(149, 197, 396, 454)"
2366606.jpg,wearing,sunglasses,15,40,40,138,woman,141,113,14,125,0,3,178,55,238,155,"(40, 55, 138, 178)","(14, 155, 125, 238)"
2381026.jpg,wearing,jacket,145,99,149,165,kid,345,152,110,165,0,3,264,294,317,455,"(149, 294, 165, 264)","(110, 455, 165, 317)"
2368845.jpg,playing,tennis,229,484,14,11,woman,233,88,12,119,0,3,495,243,207,245,"(14, 243, 11, 495)","(12, 245, 119, 207)"
285665.jpg,carrying,purse,221,208,547,334,woman,328,284,440,334,0,3,542,768,618,768,"(547, 768, 334, 542)","(440, 768, 334, 618)"
2386891.jpg,wearing,short,34,27,210,460,person,108,46,154,440,0,3,487,244,486,262,"(210, 244, 460, 487)","(154, 262, 440, 486)"
2417148.jpg,wearing,shirt,107,110,264,373,man,151,106,217,392,0,3,483,371,498,368,"(264, 371, 373, 483)","(217, 368, 392, 498)"
2405661.jpg,wearing,sunglasses,37,70,55,218,woman,225,194,24,157,0,3,288,92,351,249,"(55, 92, 218, 288)","(24, 249, 157, 351)"
2365971.jpg,standing on,grass,242,492,85,5,animal,75,44,170,152,0,3,497,327,196,245,"(85, 327, 5, 497)","(170, 245, 152, 196)"
2385142.jpg,sitting on,arm,102,170,256,272,parrot,267,174,37,271,1,3,442,358,445,304,"(256, 358, 272, 442)","(37, 304, 271, 445)"
2343541.jpg,sitting on,table,101,320,363,136,board,70,221,354,61,1,3,456,464,282,424,"(363, 464, 136, 456)","(354, 424, 61, 282)"
2409261.jpg,wearing,ribbon,78,39,237,374,man,137,134,196,330,0,3,413,315,464,333,"(237, 315, 374, 413)","(196, 333, 330, 464)"
2387622.jpg,sitting on,sidewalk,468,373,31,0,bench,499,360,0,13,1,3,373,499,373,499,"(31, 499, 0, 373)","(0, 499, 13, 373)"
2334203.jpg,sitting on,boat,281,497,50,0,bird,28,30,196,121,1,3,497,331,151,224,"(50, 331, 0, 497)","(196, 224, 121, 151)"
2399611.jpg,eating,ball,99,122,185,261,bear,331,351,16,78,0,3,383,284,429,347,"(185, 284, 261, 383)","(16, 347, 78, 429)"
2345340.jpg,standing on,leg,25,10,275,71,horse,122,119,205,63,0,3,81,300,182,327,"(275, 300, 71, 81)","(205, 327, 63, 182)"
2363956.jpg,covering,building,386,308,20,58,roof,39,167,7,64,0,3,366,406,231,46,"(20, 406, 58, 366)","(7, 46, 64, 231)"
2355093.jpg,sitting on,bench,206,177,160,30,man,370,230,54,249,1,3,207,366,479,424,"(160, 366, 30, 207)","(54, 424, 249, 479)"
2412291.jpg,wearing,shirt,171,127,174,269,man,163,187,96,221,0,3,396,345,408,259,"(174, 345, 269, 396)","(96, 259, 221, 408)"
2324099.jpg,sitting on,desk,181,335,129,98,head,227,78,65,93,1,3,433,310,171,292,"(129, 310, 98, 433)","(65, 292, 93, 171)"
2340237.jpg,wearing,shirt,12,19,160,230,man,41,21,156,232,0,3,249,172,253,197,"(160, 172, 230, 249)","(156, 197, 232, 253)"
2317675.jpg,hanging from,wall,261,404,1,2,pans,50,186,167,26,0,3,406,262,212,217,"(1, 262, 2, 406)","(167, 217, 26, 212)"
2381636.jpg,sitting on,grass,38,53,461,153,people,11,24,428,351,1,3,206,499,375,439,"(461, 499, 153, 206)","(428, 439, 351, 375)"
2358214.jpg,sitting on,shelf,139,425,193,1,basket,42,100,169,306,1,3,426,332,406,211,"(193, 332, 1, 426)","(169, 211, 306, 406)"
2403710.jpg,watching,dogs,193,454,38,0,woman,188,246,143,254,0,3,454,231,500,331,"(38, 231, 0, 454)","(143, 331, 254, 500)"
2408256.jpg,wearing,shorts,42,59,204,216,man,185,87,120,194,0,3,275,246,281,305,"(204, 246, 216, 275)","(120, 305, 194, 281)"
2328885.jpg,wearing,collar,29,14,151,220,dog,108,228,137,183,0,3,234,180,411,245,"(151, 180, 220, 234)","(137, 245, 183, 411)"
2365256.jpg,mounted on,pole,257,40,102,384,sign,36,37,154,314,0,3,424,359,351,190,"(102, 359, 384, 424)","(154, 190, 314, 351)"
2380389.jpg,sitting on,sign,15,84,57,130,bird,19,26,41,170,1,3,214,72,196,60,"(57, 72, 130, 214)","(41, 60, 170, 196)"
2410260.jpg,wearing,shirt,41,36,110,175,umpire,106,37,100,177,0,3,211,151,214,206,"(110, 151, 175, 211)","(100, 206, 177, 214)"
2405433.jpg,wearing,jeans,178,142,320,31,boy,462,322,36,35,0,3,173,498,357,498,"(320, 498, 31, 173)","(36, 498, 35, 357)"
2354224.jpg,wearing,headphones,31,35,119,323,woman,179,79,115,304,0,3,358,150,383,294,"(119, 150, 323, 358)","(115, 294, 304, 383)"
2316586.jpg,sitting on,floor,185,500,188,0,woman,142,72,178,69,1,3,500,373,141,320,"(188, 373, 0, 500)","(178, 320, 69, 141)"
2362589.jpg,covered in,leaves,128,110,17,374,tree,198,157,0,341,0,3,484,145,498,198,"(17, 145, 374, 484)","(0, 198, 341, 498)"
2403786.jpg,wearing,shoe,34,26,327,145,girl,350,139,25,70,0,3,171,361,209,375,"(327, 361, 145, 171)","(25, 375, 70, 209)"
2376806.jpg,painted on,road,21,303,310,0,stripe,5,65,326,0,0,3,303,331,65,331,"(310, 331, 0, 303)","(326, 331, 0, 65)"
2390898.jpg,sitting on,table,181,498,201,2,apple,64,65,222,100,1,3,500,382,165,286,"(201, 382, 2, 500)","(222, 286, 100, 165)"
2362876.jpg,wearing,earring,16,8,207,41,woman,210,119,123,2,0,3,49,223,121,333,"(207, 223, 41, 49)","(123, 333, 2, 121)"
2336351.jpg,sitting on,counter,33,60,301,11,pizza,69,46,355,174,1,3,71,334,220,424,"(301, 334, 11, 71)","(355, 424, 174, 220)"
2360374.jpg,sitting on,table,151,188,169,132,cloth,101,141,207,20,1,3,320,320,161,308,"(169, 320, 132, 320)","(207, 308, 20, 161)"
2324103.jpg,sitting on,bench,120,434,200,1,vase,104,92,103,335,1,3,435,320,427,207,"(200, 320, 1, 435)","(103, 207, 335, 427)"
2334591.jpg,sitting on,rocks,188,398,184,0,people,43,42,158,69,1,3,398,372,111,201,"(184, 372, 0, 398)","(158, 201, 69, 111)"
2355055.jpg,covered in,snow,178,468,197,6,ground,245,494,121,0,0,3,474,375,494,366,"(197, 375, 6, 474)","(121, 366, 0, 494)"
2366013.jpg,sitting on,ground,141,500,192,0,child,19,12,233,74,1,3,500,333,86,252,"(192, 333, 0, 500)","(233, 252, 74, 86)"
2383577.jpg,wearing,shirt,111,103,49,251,man,306,189,2,199,0,3,354,160,388,308,"(49, 160, 251, 354)","(2, 308, 199, 388)"
2372441.jpg,standing on,field,104,215,380,37,giraffe,405,186,53,53,0,3,252,484,239,458,"(380, 484, 37, 252)","(53, 458, 53, 239)"
2323625.jpg,wearing,sock,37,29,280,241,boy,271,140,44,160,0,3,270,317,300,315,"(280, 317, 241, 270)","(44, 315, 160, 300)"
2409858.jpg,wearing,red,25,22,232,237,girl,68,25,219,235,0,3,259,257,260,287,"(232, 257, 237, 259)","(219, 287, 235, 260)"
2333992.jpg,sitting on,bench,23,59,187,440,man,37,21,170,306,1,3,499,210,327,207,"(187, 210, 440, 499)","(170, 207, 306, 327)"
2340946.jpg,sitting on,refrigerator,342,200,131,71,bowl,16,35,115,61,1,3,271,473,96,131,"(131, 473, 71, 271)","(115, 131, 61, 96)"
2387377.jpg,wearing,wetsuit,19,28,142,321,person,27,33,138,317,0,3,349,161,350,165,"(142, 161, 321, 349)","(138, 165, 317, 350)"
2321528.jpg,wearing,shirt,200,115,83,384,woman,358,170,16,327,0,3,499,283,497,374,"(83, 283, 384, 499)","(16, 374, 327, 497)"
2339182.jpg,walking in,grass,244,487,130,10,sheep,40,29,117,324,0,3,497,374,353,157,"(130, 374, 10, 497)","(117, 157, 324, 353)"
2336952.jpg,wearing,shirt,110,130,98,166,man,253,216,63,126,0,3,296,208,342,316,"(98, 208, 166, 296)","(63, 316, 126, 342)"
2407131.jpg,wearing,shorts,16,39,124,313,man,110,42,82,307,0,3,352,140,349,192,"(124, 140, 313, 352)","(82, 192, 307, 349)"
2361363.jpg,wearing,hat,13,31,37,107,man,141,73,34,90,0,3,138,50,163,175,"(37, 50, 107, 138)","(34, 175, 90, 163)"
2414747.jpg,wearing,sneaker,13,36,321,305,man,246,75,99,293,0,3,341,334,368,345,"(321, 334, 305, 341)","(99, 345, 293, 368)"
2384320.jpg,watching,cows,84,162,97,258,man,90,35,92,434,0,3,420,181,469,182,"(97, 181, 258, 420)","(92, 182, 434, 469)"
2392617.jpg,sitting on,plate,110,292,210,59,sandwich,147,335,122,29,1,3,351,320,364,269,"(210, 320, 59, 351)","(122, 269, 29, 364)"
2334870.jpg,covered in,ad,69,39,119,233,wall,180,323,106,3,0,3,272,188,326,286,"(119, 188, 233, 272)","(106, 286, 3, 326)"
2398083.jpg,hanging from,ceiling,69,291,2,5,lights,79,195,4,89,0,3,296,71,284,83,"(2, 71, 5, 296)","(4, 83, 89, 284)"
2376097.jpg,sitting on,tree,245,101,0,60,bird,92,89,67,69,1,3,161,245,158,159,"(0, 245, 60, 161)","(67, 159, 69, 158)"
2358481.jpg,sitting on,plate,180,342,113,117,fork,62,324,193,71,1,3,459,293,395,255,"(113, 293, 117, 459)","(193, 255, 71, 395)"
2349080.jpg,sitting on,surfboard,21,125,237,173,man,22,22,234,417,1,3,298,258,439,256,"(237, 258, 173, 298)","(234, 256, 417, 439)"
2320945.jpg,playing,person,254,157,76,169,person,152,94,27,246,0,3,326,330,340,179,"(76, 330, 169, 326)","(27, 179, 246, 340)"
